String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"Abd-Elnaby, F. A.; Gab-Alla, A. A.-F. A. (2007). New records of Pettiboneia and Protodorvillea (Polychaeta: Dorvilleidae) from the eastern harbour of Alexandria. <em>J. Egypt. Ger. Soc. Zool., D Invertebr. Zool. Parasitol.</em> 54D: 159-174.","Abd-Elnaby, F. A.; Gab-Alla, A. A.-F. A.",2007,New records of Pettiboneia and Protodorvillea (Polychaeta: Dorvilleidae) from the eastern harbour of Alexandria,,"J. Egypt. Ger. Soc. Zool., D Invertebr. Zool. Parasitol.",,,54D,,159-174
"Abd-Elnaby, F.A.; San Martín, G. (2011). Syllinae (Syllidae: Polychaeta) from the Mediterranean coast of Egypt with the description of two new species. <em>Mediterranean Marine Science.</em> 12(1): 43-52.","Abd-Elnaby, F.A.; San Martín, G.",2011,Syllinae (Syllidae: Polychaeta) from the Mediterranean coast of Egypt with the description of two new species,,Mediterranean Marine Science,,,12,1,43-52
"Abé, T.H. (1936). Report of the biological survey of Mutsu Bay. 29. Notes on the protozoan fauna of Mutsu Bay. II. Genus Peridinium: Subgenus Archaeperidinium. <em>Science Reports of the Tohoku Imperial University, Fourth Series, Biology.</em> 10(4): 639-686.","Abé, T.H.",1936,Report of the biological survey of Mutsu Bay. 29. Notes on the protozoan fauna of Mutsu Bay. II. Genus Peridinium: Subgenus Archaeperidinium.,,"Science Reports of the Tohoku Imperial University, Fourth Series, Biology",,,10,4,639-686
"Abé, T.H. (1936). Report of the biological survey of Mutsu Bay. 30. Notes on the protozoan fauna of Mutsu Bay. III. Subgenus Protoperidinium: Genus Peridinium. <em>Science Reports of the Tohoku Imperial University, Fourth Series, Biology.</em> 11(1): 19-48.","Abé, T.H.",1936,Report of the biological survey of Mutsu Bay. 30. Notes on the protozoan fauna of Mutsu Bay. III. Subgenus Protoperidinium: Genus Peridinium.,,"Science Reports of the Tohoku Imperial University, Fourth Series, Biology",,,11,1,19-48
"Abé, T.H. (1941). Studies on the protozoan fauna of Shimada Bay. 1. The Diplopsalis group. <em>Records of Oceanographic Works in Japan.</em> 12(2): 121-144.","Abé, T.H.",1941,Studies on the protozoan fauna of Shimada Bay. 1. The Diplopsalis group.,,Records of Oceanographic Works in Japan,,,12,2,121-144
"Abollo, E.; Ramilo, A.; Casas, S. M.; Comesaña, P.; Cao, A.; Carballal, M. J.; Villalba, A. (2008). First detection of the protozoan parasite <i>Bonamia exitiosa</i> (Haplosporidia) infecting flat oyster <i>Ostrea edulis</i> grown in European waters. <em>Aquaculture.</em> 274: 201-207.","Abollo, E.; Ramilo, A.; Casas, S. M.; Comesaña, P.; Cao, A.; Carballal, M. J.; Villalba, A.",2008,First detection of the protozoan parasite <i>Bonamia exitiosa</i> (Haplosporidia) infecting flat oyster <i>Ostrea edulis</i> grown in European waters,,Aquaculture,,,274,,201-207
"Acik, S. (2011). Sipuncula from the southern coast of Turkey (eastern Mediterranean), with a new report for the Mediterranean Sea. <em>Cahiers de Biologie Marine.</em> 52: 313-329.","Acik, S.",2011,"Sipuncula from the southern coast of Turkey (eastern Mediterranean), with a new report for the Mediterranean Sea",,Cahiers de Biologie Marine,,,52,,313-329
"Adam, W. (1933). Notes sur les Céphalopodes: 3. Les Céphalopodes du sud de la mer du Nord [Notes on the cephalopods: 3. The cephalopods of the southern North Sea]. <em>Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 9 (46): 1-45.","Adam, W.",1933,Notes sur les Céphalopodes: 3. Les Céphalopodes du sud de la mer du Nord [Notes on the cephalopods: 3. The cephalopods of the southern North Sea],,Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,9,46,1-45
"Adam, W. (1934). Notes sur les Céphalopodes: 5. <i>Ozaena cirrhosa</i> (Lamarck, 1798) sur la côte belge [Notes on the cephalopods: 5. <i>Ozaena cirrhosa</i> (Lamarck, 1798) at the Belgian coast]. <em>Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 10 (43): 1-3.","Adam, W.",1934,"Notes sur les Céphalopodes: 5. <i>Ozaena cirrhosa</i> (Lamarck, 1798) sur la côte belge [Notes on the cephalopods: 5. <i>Ozaena cirrhosa</i> (Lamarck, 1798) at the Belgian coast]",,Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,10,43,1-3
"Adam, W. (1935). Notes sur les Gastéropodes: 2. Le genre <i>Cryptobia</i> Deshayes 1863 [Notes on the gasteropods: 2. The genus <i>Cryptobia</i> Deshayes 1863]. <em>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.</em> 11(19): 1-5.","Adam, W.",1935,Notes sur les Gastéropodes: 2. Le genre <i>Cryptobia</i> Deshayes 1863 [Notes on the gasteropods: 2. The genus <i>Cryptobia</i> Deshayes 1863],,Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.,,,11,19,1-5
"Adam, W. (1935). Notes sur les Gastéropodes:4. Sur la présence de <i>Helicella virgata</i> (da Costa 1778) en Belgique [Notes on the gasteropods: 4. On the occurrence of <i>Helicella virgata</i> (da Costa 1778) in Belgium]. <em>Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 11 (38): 1-2.","Adam, W.",1935,Notes sur les Gastéropodes:4. Sur la présence de <i>Helicella virgata</i> (da Costa 1778) en Belgique [Notes on the gasteropods: 4. On the occurrence of <i>Helicella virgata</i> (da Costa 1778) in Belgium],,Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,11,38,1-2
"Adam, W. (1939). Notes sur les Céphalopodes: 10. Sur quelques Céphalopodes de la mer d'Islande [Notes on the cephalopods: 10. On some Cephalopoda from the Islandic seas]. <em>Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 15 (16): 1-13.","Adam, W.",1939,Notes sur les Céphalopodes: 10. Sur quelques Céphalopodes de la mer d'Islande [Notes on the cephalopods: 10. On some Cephalopoda from the Islandic seas],,Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,15,16,1-13
"Adam, W. (1939). Notes sur les Céphalopodes: 12. <i> Illex illecebrosus</i> (Lesueur) trouvé dans l'estomac d'<i>Orthagoriscus mola</i> Linné [Notes on the cephalopods: 12. <i> Illex illecebrosus</i> (Lesueur) found in the gut of <i>Orthagoriscus mola</i> Linnaeus]. <em>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.</em> 15(23): 1-3.","Adam, W.",1939,Notes sur les Céphalopodes: 12. <i> Illex illecebrosus</i> (Lesueur) trouvé dans l'estomac d'<i>Orthagoriscus mola</i> Linné [Notes on the cephalopods: 12. <i> Illex illecebrosus</i> (Lesueur) found in the gut of <i>Orthagoriscus mola</i> Linnaeus],,Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.,,,15,23,1-3
"Adam, W. (1940). Notes sur les Gastéropodes: 8. Sur la présence de <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) en Belgique [Notes on the Gastropods: 8. On the presence of <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) in Belgium]. <em>Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 16 (12): 1-7.","Adam, W.",1940,"Notes sur les Gastéropodes: 8. Sur la présence de <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) en Belgique [Notes on the Gastropods: 8. On the presence of <i>Pseudamnicola confusa</i> (Frauenfeld, 1863) in Belgium]",,Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,16,12,1-7
"Adam, W. (1942). Notes sur les Céphalopodes: 21. A propos d'une publication peu connue de A. Risso 1854 [Notes on the cephalopods: 21. On a hardly known publication from A. Risso 1854]. <em>Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 18 (25): 1-36.","Adam, W.",1942,Notes sur les Céphalopodes: 21. A propos d'une publication peu connue de A. Risso 1854 [Notes on the cephalopods: 21. On a hardly known publication from A. Risso 1854],,Bulletin du Musée Royal d'Histoire Naturelle de Belgique - Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,18,25,1-36
"Adam, W.; Leloup, E. (1934). Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge [Occurrence of the gastropod Crepidula fornicata (Linneaus, 1758) at the Belgian coast]. <em>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.</em> 10(45): 1-6.","Adam, W.; Leloup, E.",1934,"Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge [Occurrence of the gastropod Crepidula fornicata (Linneaus, 1758) at the Belgian coast]",,Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.,,,10,45,1-6
"Adam, W.; Leloup, E. (1937). Sur la présence de <i>Helicella virgata</i> (Da Costa) et <i>Theba pisana</i> (Muller) en Belgique [On the presence of <i>Helicella virgata</i> (Da Costa) and <i>Theba pisana</i> in Belgium]. <em>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.</em> 13(10): 1-8.","Adam, W.; Leloup, E.",1937,Sur la présence de <i>Helicella virgata</i> (Da Costa) et <i>Theba pisana</i> (Muller) en Belgique [On the presence of <i>Helicella virgata</i> (Da Costa) and <i>Theba pisana</i> in Belgium],,Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.,,,13,10,1-8
"Adam, W.; Leloup, E. (1939). Sur la présence d'<i>Alderia modesta</i> (Lovèn, 1844) en Belgique [On the occurrence of <i>Alderia modesta</i> (Lovèn, 1844) in Belgium]. <em>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.</em> 15(64)</i>: 1-13.","Adam, W.; Leloup, E.",1939,"Sur la présence d'<i>Alderia modesta</i> (Lovèn, 1844) en Belgique [On the occurrence of <i>Alderia modesta</i> (Lovèn, 1844) in Belgium]",,Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg.,,,15,64,1-13
"Agardh, C.A. (1817). Synopsis Algarum Scandinaviae adjecta dispositione universali Algarum. <em>Lundae, Ex Officina Berlingiana.</em> xl + 135 pp.","Agardh, C.A.",1817,Synopsis Algarum Scandinaviae adjecta dispositione universali Algarum,,"Lundae, Ex Officina Berlingiana.",,,,,xl + 135 pp.
"Ahn, K. (2004). Moorea zealandica, new genus and species from New Zealand with a discussion of its phylogenetic relationships (Coleoptera: Staphylinidae: Aleocharinae). New Zealand Journal of Zoology. 31(3): 255-261.","Ahn, K.",2004,"Moorea zealandica, new genus and species from New Zealand with a discussion of its phylogenetic relationships (Coleoptera: Staphylinidae: Aleocharinae)",,New Zealand Journal of Zoology,,,31,3,255-261
"Ahn, K. (2006). Replacement Name for the Genus Moorea Ahn (Coleoptera: Staphylinidae). The Coleopterists Bulletin. 60(1): 36-36.","Ahn, K.",2006,Replacement Name for the Genus Moorea Ahn (Coleoptera: Staphylinidae),,The Coleopterists Bulletin,,,60,1,36-36
"Ahn, K.; Ashe, J. S. (2004). Phylogeny of the Myllaenini and related taxa (Coleoptera: Staphylinidae: Aleocharinae). Cladistics. 20(2): 123-138.","Ahn, K.; Ashe, J. S.",2004,Phylogeny of the Myllaenini and related taxa (Coleoptera: Staphylinidae: Aleocharinae),,Cladistics,,,20,2,123-138
"Ahn, K.; Maruyama, M. (2000). Paramblopusa eoa , a New Intertidal Species (Coleoptera: Staphylinidae: Aleocharinae) from Kuril Islands. The Coleopterists Bulletin. 54(3): 359-364.","Ahn, K.; Maruyama, M.",2000,"Paramblopusa eoa , a New Intertidal Species (Coleoptera: Staphylinidae: Aleocharinae) from Kuril Islands",,The Coleopterists Bulletin,,,54,3,359-364
Aib Studi: Rome.  ISSN 2280-9112,,,Aib Studi,,,,Rome,,,
"Albertelli, G.; Chiantore, M.; Drago, N. (1995). Macrobenthic assemblages in Pelagie Islands and Pantelleria (Ionian Sea, Mediterranean). <em>Oebalia.</em> 21: 115-123.","Albertelli, G.; Chiantore, M.; Drago, N.",1995,"Macrobenthic assemblages in Pelagie Islands and Pantelleria (Ionian Sea, Mediterranean)",,Oebalia,,,21,,115-123
"Alekseev, V. M.; Rassadnikova, I. V. (1977). A new species and a taxonomic analysis of the genus Leptolaimus (Nematoda, Araeolaimida). <em>ZooL. Zhurn.</em> 56(12): 1766-1774.","Alekseev, V. M.; Rassadnikova, I. V.",1977,"A new species and a taxonomic analysis of the genus Leptolaimus (Nematoda, Araeolaimida)",,ZooL. Zhurn.,,,56,12,1766-1774
"Alfirevic, S. (1964). Contribution to the knowledge of the Adriatic Foraminiferans. <em>Acta Adriatica.</em> 11: 19-28.","Alfirevic, S.",1964,Contribution to the knowledge of the Adriatic Foraminiferans,,Acta Adriatica,,,11,,19-28
"Ali, M.A. (1956). Additions to the sponge fauna of Madras. <em>Journal of the Madras University, Section B.</em> 26 (2): 289-301.","Ali, M.A.",1956,Additions to the sponge fauna of Madras.,,"Journal of the Madras University, Section B",,,26,2,289-301
"Allue, R.; Rubies, P. (1984). On <i>Lampanyctus intricarius</i> Taning, 1928 (Osteichthyes, Myctophidae) in the Western Mediterranean. <em>Investigacion Pesquera.</em> 48: 175-180.","Allue, R.; Rubies, P.",1984,"On <i>Lampanyctus intricarius</i> Taning, 1928 (Osteichthyes, Myctophidae) in the Western Mediterranean.",,Investigacion Pesquera,,,48,,175-180
"Althaus, B. (1957). Faunistisch ökologische Studien an Rotatorien salzhaltiger Gewässer Mitteldeutschlands. <em>Wissenschaftliche Zeitschrift der Martin-Luther-Universität Halle-Wittenberg.</em> 6(1): 117-157.","Althaus, B",1957,Faunistisch ökologische Studien an Rotatorien salzhaltiger Gewässer Mitteldeutschlands.,,Wissenschaftliche Zeitschrift der Martin-Luther-Universität Halle-Wittenberg,,,6,1,117-157
"Alurralde, G.; Torre, L.; Schwindt, E.; Castilla, J. C.; Tatián, M. (2013). A re-evaluation of morphological characters of the invasive ascidian Corella eumyota reveals two different species at the tip of South America and in the South Shetland Islands, Antarctica. <em>Polar Biology.</em> 36(7): 957-968.","Alurralde, G.; Torre, L.; Schwindt, E.; Castilla, J. C.; Tatián, M.",2013,"A re-evaluation of morphological characters of the invasive ascidian Corella eumyota reveals two different species at the tip of South America and in the South Shetland Islands, Antarctica",,Polar Biology,,,36,7,957-968
"Alvarez, B.; Bergquist, P.R.; Battershill, C.N. (2002). Taxonomic revision of the genus <i>Latrunculia</i> Du Bocage (Porifera: Demospongiae: Latrunculiidae) in New Zealand. <em>New Zealand Journal of Marine and Freshwater Research.</em> 36: 151-184.","Alvarez, B.; Bergquist, P.R.; Battershill, C.N.",2002,Taxonomic revision of the genus <i>Latrunculia</i> Du Bocage (Porifera: Demospongiae: Latrunculiidae) in New Zealand,,New Zealand Journal of Marine and Freshwater Research,,,36,,151-184
"Amar, R. (1948). Une nouvelle espèce méditerranéenne du genre <i>Munna</i> (Isopoda Asellota). <em>Bulletin du Museum d'Histoire Naturelle de Marseille.</em> 8 (2-3): 62-73.","Amar, R.",1948,Une nouvelle espèce méditerranéenne du genre <i>Munna</i> (Isopoda Asellota).,,Bulletin du Museum d'Histoire Naturelle de Marseille,,,8,2-3,62-73
American Journal of Speech-Language Pathology: Rockville.  ISSN 1058-0360; e-ISSN 1558-9110,,,American Journal of Speech-Language Pathology,,,,Rockville,,,
Anais da Escola Nacional de Saúde Pública e Medicina Tropical. Suplemento. ISSN 0367-1208,,,Anais da Escola Nacional de Saúde Pública e Medicina Tropical. Suplemento,,,,,,,
"Anderson, M. (1981). <i>Ergenstrema labrosi</i> sp. nov. on the gills of the thick lipped grey mullet <i>Chelon labrosus</i> at Plymouth. <em>J. Mar. Biol. Ass. U.K.</em> 61: 827-832.","Anderson, M.",1981,<i>Ergenstrema labrosi</i> sp. nov. on the gills of the thick lipped grey mullet <i>Chelon labrosus</i> at Plymouth,,J. Mar. Biol. Ass. U.K.,,,61,,827-832
"Andrássy, I. (1959). Nematoden aus dem Psammon des Adige-Flusses, I. <em>Mem. Mus. Civ. Stor. Nat. Verona.</em> 7: 163-181.","Andrássy, I.",1959,"Nematoden aus dem Psammon des Adige-Flusses, I",,Mem. Mus. Civ. Stor. Nat. Verona,,,7,,163-181
"Andrássy, I. (1976). Evolution as a basis for the systematization of nematodes. <em>Pitman Publishing Ltd.</em> 287pp.","Andrássy, I.",1976,Evolution as a basis for the systematization of nematodes.,,Pitman Publishing Ltd.,,,,,287
"Angel, M. V. (1993). Marine planktonic ostracods: keys and notes for identification of the species. <em>Synopses of the British fauna (new series), 48. Field Studies Council: Shrewsbury, UK. ISBN 1-85153-250-1.</em> vii, 416 pp.","Angel, M. V.",1993,Marine planktonic ostracods: keys and notes for identification of the species,,"Synopses of the British fauna (new series), 48. Field Studies Council: Shrewsbury, UK. ISBN 1-85153-250-1",,,,,"VII, 416"
"Anker, A.; Hultgren, K. M.; De Grave, S. (2017). Synalpheus pinkfloydi sp. nov., a new pistol shrimp from the tropical eastern Pacific (Decapoda: Alpheidae). <em>Zootaxa.</em> 4254(1): 111-119.","Anker, A.; Hultgren, K. M.; De Grave, S.",2017,"Synalpheus pinkfloydi sp. nov., a new pistol shrimp from the tropical eastern Pacific (Decapoda: Alpheidae)",,Zootaxa,,,4254,1,111-119
Annals of Epidemiology. ELSEVIER SCIENCE INC: New York.  ISSN 1047-2797; e-ISSN 1873-2585,,,Annals of Epidemiology,,,ELSEVIER SCIENCE INC,New York,,,
Annual Review of Materials Research. Annual Reviews: Palo Alto.  ISSN 1531-7331,,,Annual Review of Materials Research,,,Annual Reviews,Palo Alto,,,
"Appeltans, W. (2002). Phylogeny of the Holothuriidae (Echinodermata: Holothuroidea) inferred from morphology. <em>MSc Thesis. Vrije Universiteit Brussel: Brussel, Belgium.</em> 94 pp.","Appeltans, W.",2002,Phylogeny of the Holothuriidae (Echinodermata: Holothuroidea) inferred from morphology.,,"MSc Thesis. Vrije Universiteit Brussel: Brussel, Belgium",,,,,94
"Appeltans, W.; Ahyong, S.; Anderson, G.; Angel, M.; Artois, T.; Bailly, N.; Bamber, R.; Barber, A.; Bartsch, I.; Berta, A.; Błażewicz-Paszkowycz, M.; Bock, P.; Boxshall, G.; Boyko, C.; Brandão, S.; Bray, R.; Bruce, N.; Cairns, S.; Chan, T.-Y.; Cheng, L.; Collins, A.; Cribb, T.; Curini-Galletti, M.; Dahdouh-Guebas, F.; Davie, P.; Dawson, M.; De Clerck, O.; Decock, W.; De Grave, S.; De Voogd, N.; Domning, D.; Emig, C.; Erséus, C.; Eschmeyer, W.; Fauchald, K.; Fautin, D.; Feist, S.; Fransen, C.; Furuya, H.; Garcia-Alvarez, O.; Gerken, S.; Gibson, D.; Gittenberger, A.; Gofas, S.; Gómez-Daglio, L.; Gordon, D.; Guiry, M.; Hernandez, F.; Hoeksema, B.; Hopcroft, R.; Jaume, D.; Kirk, P.; Koedam, N.; Koenemann, S.; Kolb, J.; Kristensen, R.; Kroh, A.; Lambert, G.; Lazarus, D.; Lemaitre, R.; Longshaw, M.; Lowry, J.; Macpherson, E.; Madin, L.; Mah, C.; Mapstone, G.; McLaughlin, P.; Mees, J.; Meland, K.; Messing, C.; Mills, C.; Molodtsova, T.; Mooi, R.; Neuhaus, B.; Ng, P.; Nielsen, C.; Norenburg, J.; Opresko, D.; Osawa, M.; Paulay, G.; Perrin, W.; Pilger, J.; Poore, G.; Pugh, P.; Read, G.; Reimer, J.; Rius, M.; Rocha, R.; Saiz-Salinas, J.; Scarabino, V.; Schierwater, B.; Schmidt-Rhaesa, A.; Schnabel, K.; Schotte, M.; Schuchert, P.; Schwabe, E.; Segers, H.; Self-Sullivan, C.; Shenkar, N.; Siegel, V.; Sterrer, W.; Stöhr, S.; Swalla, B.; Tasker, M.; Thuesen, E.; Timm, T.; Todaro, M.; Turon, X.; Tyler, S.; Uetz, P.; Van der Land, J.; Vanhoorne, B.; Van Ofwegen, L.; Van Soest, R.; Vanaverbeke, J.; Walker-Smith, G.; Walter, T.; Warren, A.; Williams, G.; Wilson, S.; Costello, M. (2012). The Magnitude of Global Marine Species Diversity. <em>Current Biology.</em> 22(23): 2189-2202.","Appeltans, W.; Ahyong, S.; Anderson, G.; Angel, M.; Artois, T.; Bailly, N.; Bamber, R.; Barber, A.; Bartsch, I.; Berta, A.; Błażewicz-Paszkowycz, M.; Bock, P.; Boxshall, G.; Boyko, C.; Brandão, S.; Bray, R.; Bruce, N.; Cairns, S.; Chan, T.-Y.; Cheng, L.; Collins, A.; Cribb, T.; Curini-Galletti, M.; Dahdouh-Guebas, F.; Davie, P.; Dawson, M.; De Clerck, O.; Decock, W.; De Grave, S.; De Voogd, N.; Domning, D.; Emig, C.; Erséus, C.; Eschmeyer, W.; Fauchald, K.; Fautin, D.; Feist, S.; Fransen, C.; Furuya, H.; Garcia-Alvarez, O.; Gerken, S.; Gibson, D.; Gittenberger, A.; Gofas, S.; Gómez-Daglio, L.; Gordon, D.; Guiry, M.; Hernandez, F.; Hoeksema, B.; Hopcroft, R.; Jaume, D.; Kirk, P.; Koedam, N.; Koenemann, S.; Kolb, J.; Kristensen, R.; Kroh, A.; Lambert, G.; Lazarus, D.; Lemaitre, R.; Longshaw, M.; Lowry, J.; Macpherson, E.; Madin, L.; Mah, C.; Mapstone, G.; McLaughlin, P.; Mees, J.; Meland, K.; Messing, C.; Mills, C.; Molodtsova, T.; Mooi, R.; Neuhaus, B.; Ng, P.; Nielsen, C.; Norenburg, J.; Opresko, D.; Osawa, M.; Paulay, G.; Perrin, W.; Pilger, J.; Poore, G.; Pugh, P.; Read, G.; Reimer, J.; Rius, M.; Rocha, R.; Saiz-Salinas, J.; Scarabino, V.; Schierwater, B.; Schmidt-Rhaesa, A.; Schnabel, K.; Schotte, M.; Schuchert, P.; Schwabe, E.; Segers, H.; Self-Sullivan, C.; Shenkar, N.; Siegel, V.; Sterrer, W.; Stöhr, S.; Swalla, B.; Tasker, M.; Thuesen, E.; Timm, T.; Todaro, M.; Turon, X.; Tyler, S.; Uetz, P.; Van der Land, J.; Vanhoorne, B.; Van Ofwegen, L.; Van Soest, R.; Vanaverbeke, J.; Walker-Smith, G.; Walter, T.; Warren, A.; Williams, G.; Wilson, S.; Costello, M.",2012,The Magnitude of Global Marine Species Diversity,,Current Biology,,,22,23,2189-2202
Applied Psychology in Criminal Justice: Huntsville.  ISSN 1550-3550,,,Applied Psychology in Criminal Justice,,,,Huntsville,,,
Archives of Pathology & Laboratory Medicine: Northfield.  ISSN 0003-9985; e-ISSN 1543-2165,,,Archives of Pathology & Laboratory Medicine,,,,Northfield,,,
"Armenteros, M.; Ruiz-Abierno, A.; Vincx, M.; Decraemer, W. (2009). A morphometric analysis of the genus Terschellingia (Nematoda: Linhomoeidae) with redefinition of the genus and key to the species. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 89(6): 1257-1267.","Armenteros, M.; Ruiz-Abierno, A.; Vincx, M.; Decraemer, W.",2009,A morphometric analysis of the genus Terschellingia (Nematoda: Linhomoeidae) with redefinition of the genus and key to the species,,Journal of the Marine Biological Association of the United Kingdom,,,89,6,1257-1267
"Armenteros, M.; Vincx, M.; Decraemer, W. (2009). Cienfuegia gen. nov. (Xyalidae) and Pseudoterschellingia gen. nov. (Linhomoeidae), two new genera of free-living marine nematodes from the Caribbean Sea. <em>Journal of Natural History.</em> 43(17-18): 1067-1081.","Armenteros, M.; Vincx, M.; Decraemer, W.",2009,"Cienfuegia gen. nov. (Xyalidae) and Pseudoterschellingia gen. nov. (Linhomoeidae), two new genera of free-living marine nematodes from the Caribbean Sea",,Journal of Natural History,,,43,17-18,1067-1081
"Armenteros, M.; Vincx, M.; Decraemer, W. (2010). Guitartia tridentata n. gen., n. sp. (Monhysterida: Xyalidae) and Macrodontium gaspari n. gen., n. sp. (Chromadorida: Microlaimidae), free-living marine nematodes from the Caribbean Sea. <em>Nematology.</em> 12 (3): 417-427.","Armenteros, M.; Vincx, M.; Decraemer, W.",2010,"Guitartia tridentata n. gen., n. sp. (Monhysterida: Xyalidae) and Macrodontium gaspari n. gen., n. sp. (Chromadorida: Microlaimidae), free-living marine nematodes from the Caribbean Sea",,Nematology,,,12,3,417-427
Artibus et Historiae: Krakow.  ISSN 0391-9064,,,Artibus et Historiae,,,,Krakow,,,
"Artois, T. J.; Schockaert, E. R. (1999). Interstitial fauna of the Galapagos: Porrocystidinae (Platyhelminthes Polycystididae). <em>Tropical Zoology.</em> 12, 309-324.","Artois, T. J.; Schockaert, E. R.",1999,Interstitial fauna of the Galapagos: Porrocystidinae (Platyhelminthes Polycystididae),,Tropical Zoology,,,12,,309-324
"Artois, T. J.; Schockaert, E. R. (2000). Interstitial fauna of the Galapagos: Typhlopolycystidinae (Platyhelminthes Polycystididae). <em>Trop. Zool.</em> 13: 141-158.","Artois, T. J.; Schockaert, E. R.",2000,Interstitial fauna of the Galapagos: Typhlopolycystidinae (Platyhelminthes Polycystididae),,Trop. Zool.,,,13,,141-158
"Ashton, G. V.; Willis, K. J.; Cook, E. J.; Burrows, M. (2007). Distribution of the introduced amphipod, Caprella mutica Schurin, 1935 (Amphipoda: Caprellida: Caprellidae) on the west coast of Scotland and a review of its global distribution. <em>Hydrobiologia.</em> 590(1): 31-41.","Ashton, G. V.; Willis, K. J.; Cook, E. J.; Burrows, M.",2007,"Distribution of the introduced amphipod, Caprella mutica Schurin, 1935 (Amphipoda: Caprellida: Caprellidae) on the west coast of Scotland and a review of its global distribution",,Hydrobiologia,,,590,1,31-41
Aswm technical report.,,,Aswm technical report,,,,,,,
"Athanasiadis, A.; Tittley, I. (1994). Antithamnioid algae (Rhodophyta, Ceramiaceae) newly recorded from the Azores. <em>Phycologia.</em> 33(2): 77-80.","Athanasiadis, A.; Tittley, I.",1994,"Antithamnioid algae (Rhodophyta, Ceramiaceae) newly recorded from the Azores",,Phycologia,,,33,2,77-80
Austrian Journal of Forest Science: Vienna.  ISSN 0379-5292; e-ISSN 0375-524X,,,Austrian Journal of Forest Science,,,,Vienna,,,
"Ax, P. (1952). Turbellarien der gattung Promesostoma von den deutschen kusten. <em>Kieler Meeresforschungen.</em> 8: 218-226.","Ax, P.",1952,Turbellarien der gattung Promesostoma von den deutschen kusten,,Kieler Meeresforschungen,,,8,,218-226
"Ax, P. (1956). Monographie der otoplanidae (Turbellaria) Morphologie und systematik. <em>Abhandlungen der mathematisch-naturwissenschaftlichen.</em> 13: 3-298.","Ax, P.",1956,Monographie der otoplanidae (Turbellaria) Morphologie und systematik,,Abhandlungen der mathematisch-naturwissenschaftlichen,,,13,,3-298
"Ax, P. (1956). Studien über psammobionte turbellaria Macrostomida 4. Myozona stylifera nov.spec. <em>Zoologischer Anzeiger.</em> 157: 251-260.","Ax, P.",1956,Studien über psammobionte turbellaria Macrostomida 4. Myozona stylifera nov.spec.,,Zoologischer Anzeiger,,,157,,251-260
